,Restaurant,Address,Appears on,latitude,longitude
1024,Arancini Brothers,"115 Kentish Town Rd, London, Greater London NW1 8PB",Infatuation,51.5442993,-0.1417438
1025,Grasso,"81 Dean St, London, England W1D 3SW",Infatuation,51.515137,-0.1335857
1026,Kindling,"69 East Street, Brighton BN1 1HQ, Brighton, East Sussex BN1 1HQ",Infatuation,50.8203268,-0.1391523
1027,Kissa Wa Café,"15 Corsica Street, London, England N5 1JT",Infatuation,51.5478113,-0.101202
1028,Tao Tao Ju,"15 Lisle St, London, England WC2H 7BE",Infatuation,51.5115163,-0.1306887
1029,Quaglino's,"16 Bury St, Mayfair, Greater London SW1Y 6AJ",Infatuation,51.5074651,-0.1389614
1030,Chamisse,"55 Grays Inn Rd., London, Greater London WC1X 8PP",Infatuation,51.5221772,-0.1139637
1031,Japes,"15 Nelson Road, London, England SE10 9JB",Infatuation,51.4808197,-0.008944299999999999
1032,Colina Restaurant,"18 Fort Road, Margate, England CT9 1HF",Infatuation,51.3909964,1.3830941
1033,Bab Al-Yemen,"236 North End Road, London, England W14 9NU",Infatuation,51.48553769999999,-0.2027785
1034,Yatay,"21 Wardour St, London, Greater London W1D 6PN",Infatuation,51.5110349,-0.1320274
1035,Zen Washoku,"Unit 10, Nag's Head Market, 22 Seven Sisters Road, London, Greater London N7 6AG",Infatuation,51.5583333,-0.1183333
1036,El Pastor,"7 Stoney Street, London, Greater London SE1",Infatuation,51.5052741,-0.0911297
1037,Watch House Tower Bridge,"37 Shad Thames, London,  SE1 2NJ",Infatuation,51.5037657,-0.0746574
1038,The Hive of Vyner St,"286-290 Cambridge Heath Rd, London, Greater London E2 9DA",Infatuation,51.53359589999999,-0.0571089
1039,Café Britaly,"191 Rye Lane, London, England SE15 4TP",Infatuation,51.4679422,-0.0668956
1040,Anda House,"87 Ealing Road, Wembley, England HA0",Infatuation,51.5473969,-0.2972306
1041,Mohsen,"152 Warwick Road, London, England W14 8PS",Infatuation,51.4951436,-0.2029294
1042,Crispin at Studio Voltaire,"1A Nelsons Row, London, England SW4 7JR",Infatuation,51.4619157,-0.1342092
1043,Danclair's,"67-68 Granville Arcade, London,  SW9 8PS",Infatuation,51.4624931,-0.1118135
1044,Officina 00,"152 Old Street, London,  EC1V 9BW",Infatuation,51.5250871,-0.0913273
1045,The Herne Tavern,"2 Forest Hill Rd, East Dulwich, Greater London SE22 0RR",Infatuation,51.45409739999999,-0.0632047
1046,Hutong,"Level 33 The Shard, 31 St. Thomas Street, London, Greater London SE1 9RY",Infatuation,51.50431,-0.0867845
1047,Bánh Mì Hội-An,"242 Graham Rd, London, Greater London E8 1BP",Infatuation,51.5465613,-0.0555605
1048,Dalloway Terrace,"16-22 Great Russell St, Bloomsbury, Greater London WC1B 3NN",Infatuation,51.51711359999999,-0.128892
1049,Yashin Sushi,"1A Argyll Rd., London, Greater London W8 7DB",Infatuation,51.5005817,-0.1954978
1050,Sabor Peruano,"103 Newington Butts, London, Greater London SE1 6SF",Infatuation,51.49260169999999,-0.1009553
1051,Ice Cream Union,"Unit 1 Discovery Business Park, St James's Road, Southwark, London SE16 4RA",Infatuation,51.4957731,-0.0659477
1052,Cecconi's,"27 Poultry, London, Greater London EC2R 8AJ",Infatuation,51.5139059,-0.08961319999999999
1053,Princess Louise,"208 High Holborn, Holborn, Greater London WC1V 7BW",Infatuation,51.5173267,-0.1215879
1054,The Umbrella Workshop,"10 Cleeve Workshops, London, Greater London E2 7JD",Infatuation,51.52624059999999,-0.07709669999999999
1055,Dosa Street,"87 Ealing Road, Wembley, England HA0 4BN",Infatuation,51.5473969,-0.2972306
1056,Noble Rot Mayfair,"5 Trebeck St, London, United Kingdom W1J 7LT",Infatuation,51.50649809999999,-0.1471595
1057,Padella,"6 Southwark St, London, Greater London SE1 1TQ",Infatuation,51.5051001,-0.0899709
1058,Knoops,"1 George St, Richmond, England TW9 1JY",Infatuation,51.45961519999999,-0.306142
1059,Max's Sandwich Shop,"19 Crouch Hill, Crouch End, Greater London N4 4AP",Infatuation,51.5707276,-0.1164285
1060,Four Seasons Hotel London At Ten Trinity Square,"10 Trinity Square, London,  EC3N 4AJ",Infatuation,51.5098378,-0.0774324
1061,Milk,"20 Bedford Hill, ,  SW12 9RG",Infatuation,51.4444691,-0.1508229
1062,Brooklands By Claude Bosi,"1 Grosvenor Pl, London, England SW1X 7HJ",Infatuation,51.5017541,-0.1518136
1063,Passyunk Avenue," London, Greater London E20 1EE",Infatuation,51.54411990000001,-0.0088674
1064,Mixed Blessings Bakery,"118 Mitcham Road, Tooting, Greater London S W17",Infatuation,51.4250434,-0.1641872
1065,Trejo’s Tacos,"299 Portobello Road, London, England W10 5TD",Infatuation,51.51922760000001,-0.2077699
1066,Tayyabs,"83-89 Fieldgate St, Whitechapel, Greater London E1 1JU",Infatuation,51.5172403,-0.0634757
1067,Cafe Mama Pho,"24 Evelyn St, London, United Kingdom SE8 5DG",Infatuation,51.4889371,-0.0406568
1068,Sichuan Folk,"32 Hanbury St, London, Greater London E1 6QR",Infatuation,51.52015950000001,-0.0724112
1069,Roti King Waterloo,"97 Lower Marsh, London, England SE1 7AB",Infatuation,51.5013828,-0.1118438
1070,Sweetings,"39 Queen Victoria St., London, Greater London EC4N 4SF","Infatuation, Timeout",51.5124824,-0.0927224
1071,The Morgan Arms,"43 Morgan St, London, Greater London E3 5AA",Infatuation,51.5279201,-0.031063
1072,Sakonis,"127-129 Ealing Road, Wembley, England HA0 4BP",Infatuation,51.5455083,-0.2968194
1073,Plaquemine Lock,"139 Graham St, ,  N1 8LB",Infatuation,51.532637,-0.10055
1074,Hiba Express,"113 High Holborn, London, Greater London WC1V 6JQ",Infatuation,51.517838,-0.1197823
1075,Compose Coffee,"15 Whitcomb Street, London, England WC2H 7HA",Infatuation,51.50876650000001,-0.1303647
1076,Banh Mi Town,"29 Hanson Street, London, Greater London null",Infatuation,51.52031179999999,-0.1407616
1077,Arcade Food Hall Battersea,"Battersea Power Station, 330 The Power Station, Circus Rd S, London, England SW11 8DD",Infatuation,51.4818235,-0.1443983
1078,La Barra,"147, Eagle Yard Arch, Walworth, London,  SE1  6SP",Infatuation,51.4928762,-0.0990875
1079,Lahpet,"58 Bethnal Green Road, London,  E1 6JW",Infatuation,51.524154,-0.0729949
1080,FM Mangal,"54 Camberwell Church St, Camberwell, Greater London SE5 8QZ",Infatuation,51.4736519,-0.0894914
1081,14 Hills,"120 Fenchurch St, London, Greater London EC3M 5JJ",Infatuation,51.5123926,-0.08120899999999999
1082,Bennys Broadway,"51 Broadway Market, London, England E8 4PH",Infatuation,51.5370532,-0.0616772
1083,Fitz's,"1-8 Russell Sq, London, Greater London WC1H 0DB",Infatuation,51.5226841,-0.1247126
1084,Danieru Sushi,"13 Cale Street, London, England SW3 3QS",Infatuation,51.4904741,-0.1664462
1085,Lahore Kebab House,"2 Umberston St, Whitechapel, Greater London E1 1PY",Infatuation,51.51461339999999,-0.062942
1086,Voodoo Chicken,"Lower Marsh, London, England SE1",Infatuation,51.5008831,-0.1126816
1087,Three Sheets Soho,"13 Manette St, London, England W1D 4AP",Infatuation,51.51474349999999,-0.130965
1088,Roti Stop,"36B Stamford Hill, London,  N16 6XZ",Infatuation,51.56504289999999,-0.0729076
1089,El Cenote,"2 Inverness Street, London, England NW1 7HJ",Infatuation,51.5397689,-0.1436352
1090,Scott's,"20 Mount Street, London, Greater London W1K 2HE",Infatuation,51.5098891,-0.1508911
1091,Homies On Donkeys,"686 High Road Leytonstone, London, Greater London E11 3AA",Infatuation,51.5690136,0.0120631
1092,Temaki,"12 Market Row, London,  SW19 8LB",Infatuation,51.46195489999999,-0.1134287
1093,Sambal Shiok,"171 Holloway Road, London, Greater London N7 8JE","Infatuation, Timeout",51.54988239999999,-0.1089787
1094,South London Louie,"67 Peckham Road, London, England SE5 8UH",Infatuation,51.4742456,-0.07964299999999999
1095,Arches Cafe E2,"202 Three Colts Lane, London, Greater London E2 6JN",Infatuation,51.5243057,-0.05773089999999999
1096,Straker's,"91 Golborne Road, London, United Kingdom W10 5NL",Infatuation,51.5215206,-0.2087091
1097,Vauxhall Food & Beer Garden,"6A S Lambeth Pl, London,  SW8 1SP",Infatuation,51.485904,-0.1236695
1098,Caravan Bankside,"30 Great Guildford Street, London,  SE1 0HS",Infatuation,51.5045827,-0.0970634
1099,Cloth,"44 Cloth Fair, London, England EC1A 7JQ",Infatuation,51.518895,-0.1000822
1100,Samad Al Iraqi,"284 Kenbrook House, Kensington High St, London, England W14 8NY",Infatuation,51.4982124,-0.2020286
1101,Homeboy,"108 Essex Road, London, England N1 8LX",Infatuation,51.5389323,-0.0982835
1102,Little Baobab,"95A Rye Lane, London, England SE15 4ST",Infatuation,51.4708982,-0.06748019999999999
1103,Gopal’s Corner Victoria,"Market Halls, 191 Victoria St, London, United Kingdom SW1E 5NE",Infatuation,51.4963701,-0.1443178
1104,Chai Thali,"146 Wandsworth Brg Rd, London , null SW6 2UH",Infatuation,51.4717976,-0.1916724
1105,Zheng,"4 Sydney St, London, United Kingdom SW3 6PP",Infatuation,51.4915556,-0.171814
1106,Taiyakiya,"20 Newport Ct, London, Greater London WC2H 7PQ",Infatuation,51.5119038,-0.1288899
1107,Carlotta,"77 Marylebone High St, London, United Kingdom W1U 5JX",Infatuation,51.520972,-0.1521222
1108,Jumbi,"Unit 4.1, Copeland Park, 133 Copeland Rd, London, Greater London SE15 3SN",Infatuation,51.470019,-0.06627129999999999
1109,One Love Kitchen,"9A Crouch Hill, London,  N4 4AP",Infatuation,51.5706822,-0.1160984
1110,Caviar House & Prunier,"London Gatwick Airport, Gatwick, England RH6 0NP",Infatuation,51.1579247,-0.1639171
1111,Kissaten,"72 Old Compton Street, London, England W1D 4UN",Infatuation,51.5126594,-0.1329339
1112,Daquise,"20 Thurloe St, Queen's Gate, Greater London SW7 2LT",Infatuation,51.4944238,-0.1733661
1113,Yashin Ocean House,"117-119 Old Brompton Rd, Queen's Gate, Greater London SW7 3RN",Infatuation,51.4910723,-0.1804015
1114,Skylight Rooftop Bar,"Pennington St, London, Greater London E1W 2SF",Infatuation,51.5087858,-0.0608332
1115,Guanabana,"85 Kentish Town Rd, London, Greater London Nw1 8ny",Infatuation,51.5433457,-0.1420047
1116,Emy's Kitchen,"21 Crouch Hill, London, England N4 4AP",Infatuation,51.5706822,-0.1165483
1117,Charlie's,"59 Virginia Road, London, null E2 7NF",Infatuation,51.5274,-0.0738004
1118,Quality Wines,"88 - 94 Farringdon Road, London, Greater London EC1R 3EA",Infatuation,51.5247229,-0.1099478
1119,Jerk Yard,"Arch 10, 4 Market Yard, London, United Kingdom SE8 4BX",Infatuation,51.4785786,-0.0268644
1120,The Nags Head,"9 Orford Road, London, United Kingdom E17 9LP",Infatuation,51.5840717,-0.0111265
1121,Tram Store,"38 Upper Clapton Rd, London, Greater London E5 8BQ",Infatuation,51.5598433,-0.0558406
1122,Shawarma Bar,"46 Exmouth Market, London, Greater London EC1R 4QE",Infatuation,51.5259783,-0.1086809
1123,Sushi Tetsu,"12 Jerusalem Passage, London, Greater London EC1V 4JP",Infatuation,51.5233159,-0.1040501
1124,Streets,"220-228 Northdown Road, Cliftonville West Ward, Margate CT9 2RP",Infatuation,51.3874633,1.3982302
1125,The Shoap,"406 St John St, London, England EC1V 4ND",Infatuation,51.5311588,-0.1058173
1126,Josephine Bouchon,"315 Fulham Road, London, England SW10 9QH",Infatuation,51.4865618,-0.1794704
1127,Milk Beach," London, Greater London NW6 6RA",Infatuation,51.537065,-0.2035405
1128,Ishtar,"10-12 Crawford St, London, Greater London W1U 6AZ",Infatuation,51.5201672,-0.1582677
1129,Dalla,"120 Morning Lane, London, England E9 6LH",Infatuation,51.54699309999999,-0.0494932
1130,Yamagoya,"49 The Cut, London, Greater London SE1 8LF",Infatuation,51.5029791,-0.1070295
1131,Patio Pizza,"53 Cambridge Road, Kingston Upon Thames, England KT1 3NS",Infatuation,51.4084788,-0.2851632
1132,Bar Daskal,"Borough Yards, South Bank, Greater London SE1 9DG",Infatuation,51.505783,-0.09192299999999999
1133,The Exhibit,"12 Balham Station Rd., Balham, Greater London SW12 9SG",Infatuation,51.4433096,-0.1514068
1134,Azou,"375 King St, London, Greater London W6 9NJ",Infatuation,51.4933218,-0.243191
1135,Bokan 39 (Bokan),"40 Marsh Wall, London, Greater London E14 9TP",Infatuation,51.50119429999999,-0.0232983
1136,Shalamar Kebab House,"95 New Rd, London, Whitechapel E1 1HH",Infatuation,51.5171925,-0.0626729
1137,Coach & Horses,"42 Wellington St, London, England WC2E 7BD",Infatuation,51.5125697,-0.1208983
1138,Trap Kitchen Camden,"74 - 75 Chalk Farm Road, London, Greater London NW1 8AN",Infatuation,51.5434598,-0.1510489
1139,Maries Thai Cafe,"90 Lower Marsh, London, Greater London SE1 7AB",Infatuation,51.5015165,-0.1114336
1140,Thali,"166 Old Brompton Road, London, London SW5",Infatuation,51.4909294,-0.1835893
1141,Taca Tacos,"Deptford Market Yard, London, United Kingdom SE8",Infatuation,51.4783807,-0.0267939
1142,Chew Fun,"3 Bell Ln, London,  E1 7LA",Infatuation,51.5168703,-0.07548379999999999
1143,Adulis,"44 Brixton Rd, London, Greater London SW9 6BT",Infatuation,51.4794864,-0.1118945
1144,Stag City,"291 Finchley Road, London, Greater London NW3 6ND",Infatuation,51.5493873,-0.1819298
1145,Bronek's Fish Restaurant,"149 Northfield Ave, London, Greater London W13 9QT",Infatuation,51.5025807,-0.3162384
1146,The Lighthouse,"441 Battersea Park Rd, London, Greater London SW11 4LR",Infatuation,51.4726455,-0.1625879
1147,Mud,"141 Mitcham Rd, London, Greater London SW17 9PE",Infatuation,51.4249336,-0.1635191
1148,Sub Rosa,"24 King Street, Margate, England CT9 1DA",Infatuation,51.3898936,1.3828346
1149,Koji,"58 New King's Road, London, Greater London SW6 4LS",Infatuation,51.4725999,-0.2012522
1150,Oranj ,"14 Bacon Street, London, null E1 6LF",Infatuation,51.52395569999999,-0.07203609999999999
1151,Juniper & Co,"North Terminal, Gatwick, England null",Infatuation,51.1604723,-0.1778582
1152,Naija High Street,"Lower Marsh Market, London, United Kingdom SE1 7AB",Infatuation,51.5012091,-0.1119428
1153,Sumi,"157 Westbourne Grove, London,  W11 2RS",Infatuation,51.51465870000001,-0.1965329
1154,Taste Of Yemen,"17 High St, London, England W3 6NG",Infatuation,51.5063583,-0.2647477
1155,Seabird,"40 Blackfriars Road, 14th Floor, South Bank, Southwark, London, Greater London SE1 8PB",Infatuation,51.5058894,-0.1048681
1156,Whipped London,"65 Brixton Village, Brixton, Greater London null",Infatuation,51.4624931,-0.1118135
1157,Pasero,"120a W Green Rd, London , null N15 5AA",Infatuation,51.5853146,-0.0783106
1158,Chet's,"65 Shepherd's Bush Green, London, United Kingdom W12 8QE",Infatuation,51.5047417,-0.2248481
1159,Bambi,"Netil House, 1 Westgate St, London, England E8 3RL",Infatuation,51.5375837,-0.0577234
1160,Amarte,"10 Cale Street, London, England SW3 3QU",Infatuation,51.4904005,-0.1664981
1161,Signature Brew,"Uplands Business Park, London, Greater London E17",Infatuation,51.5922241,-0.0410249
1162,Florencio Pizza,"14 Seymour Pl, London, England W1H 7NF",Infatuation,51.5148873,-0.1609722
1163,The George Tavern,"373 Commercial Road, London,  E1 0LA",Infatuation,51.5143314,-0.05302
1164,Mezza Me,"432 Coldharbour Lane, London, Greater London SW9 8FN",Infatuation,51.4615988,-0.1143563
1165,The Wheatsheaf,"2 Upper Tooting Rd, London, Greater London SW17 7PG",Infatuation,51.4356878,-0.1599126
1166,WatchHouse Covent Garden,"28-29 Southampton St, London, Greater London WC2E 7PG",Infatuation,51.5111047,-0.1224397
1167,Isla Ray,"37 Deptford High St, London, Greater London SE8 4AD",Infatuation,51.475921,-0.0261489
1168,The Begging Bowl,"168 Bellenden Rd, Peckham, Greater London SE15 4BW",Infatuation,51.4673352,-0.0726136
1169,Flute,"20 Broadwick Street, London, England W1F 8HT",Infatuation,51.5138372,-0.135404
1170,Forza Wine,"133a Rye Ln, London, Greater London SE15 4ST",Infatuation,51.469811,-0.06821239999999999
1171,Bombay Palace,"50 Connaught Street, London, Greater London W2 2AA",Infatuation,51.5142919,-0.1677399
1172,Gola Restaurant,"787 Fulham Rd, London, Greater London SW6 5HD",Infatuation,51.4761585,-0.2045043
1173,The Lighterman,"3 Granary Sq, London, Greater London N1C 4BH",Infatuation,51.5352933,-0.1243555
1174,Esters,"55 Kynaston Rd, Stoke Newington, Greater London N16 0EB",Infatuation,51.560026,-0.0780149
1175,Someday,"6 City N Pl, London, Greater London N4 3JU",Infatuation,51.5646706,-0.1074768
1176,Fallow,"52 Haymarket, London, Greater London SW1Y 4RP",Infatuation,51.509284,-0.1330166
1177,Walthamstow Trades Hall,"61-63 Tower Hamlets Road, London, England E17 4RQ",Infatuation,51.5889663,-0.0192377
1178,Unwined In Waterloo,"137 Lower Marsh, London, Greater London SE1 7AF",Infatuation,51.50020960000001,-0.1141453
1179,Falafel & Shawarma,"27 Camberwell Church St, London, Greater London SE5 8TR",Infatuation,51.4740261,-0.0902972
1180,Bank of Friendship,"224 Blackstock Road, Highbury, Greater London N5 1EA",Infatuation,51.558481,-0.0985718
1181,Hawker's Kitchen,"64 Caledonian Rd, London,  N1 9DP",Infatuation,51.53246,-0.1198381
1182,Pollini at Ladbroke Hall,"79 Barlby Road, London, England W10 6AZ",Infatuation,51.5232509,-0.2201255
1183,Hong Kong Restaurant,"Upper Street, London, Greater London N1 2TU",Infatuation,51.5384781,-0.1023115
1184,Beluga Restaurant & Bar,"147 Notting Hill Gate, London, England W11 3LF",Infatuation,51.5084718,-0.1998662
1185,The Dusty Knuckle Harringay,"429 Green Lanes, London,  N4 1HA",Infatuation,51.578876,-0.0994588
1186,Mangal 1,"10 Arcola St, London, Greater London E8 2DJ",Infatuation,51.5519714,-0.0742467
1187,Gong Cha Goodge Street,"22 Goodge Street, London, England W1T 2QE",Infatuation,51.5198293,-0.1349247
1188,London Chocolate,"17 Connaught St, London, England W2 2AY",Infatuation,51.5145444,-0.1651088
1189,Nico's Bar,"Unit 1-28 Echo Building East Bay Lane, London, England E15 2SJ",Infatuation,51.5450473,-0.0214128
1190,Melt Chocolates,"59 Ledbury Road, London, England W11 2AA",Infatuation,51.5141413,-0.1992833
1191,Abu Afif,"352 Edgware Road, London, United Kingdom NW8",Infatuation,51.5212195,-0.1714995
1192,Paddy Cakes,"129 Fortess Road, London, England NW5 2HR",Infatuation,51.5559441,-0.139352
1193,Dawat Restaurant & Take Away,"200 Upper Tooting Road, Wandsworth, Greater London null",Infatuation,51.431311,-0.1649183
1194,Franco Manca Brixton,"4 Market Row, Brixton, Greater London SW9 8LD",Infatuation,51.4617538,-0.1132681
1195,Kkini,"131 Fortess Road, London, England NW5 2HR",Infatuation,51.5559923,-0.1393166
1196,Le Relais De Venise L'Entrecôte,"120 Marylebone Ln, Marylebone, Greater London W1U 2QG",Infatuation,51.5182181,-0.1510784
1197,Italia Uno,"91 Charlotte Street, London, Greater London W1T 4PX",Infatuation,51.5205038,-0.1371097
1198,Pilpel,"38 Brushfield St., London, Greater London E1 6AT",Infatuation,51.5189454,-0.0771198
1199,With Milk,"124 Philip Lane, London, Greater London N15 4JP",Infatuation,51.5895196,-0.0765763
1200,Lahore Karahi,"1 Tooting High St, Tooting, Greater London SW17 0SN",Infatuation,51.4295578,-0.1661655
1201,Duke of Wellington,"260 Haggerston Rd, London, Greater London E8 4EP",Infatuation,51.54015159999999,-0.0745792
1202,The Black Cab Coffee Co,"1 Riverlight Quay, Battersea, Greater London SW11 8AU",Infatuation,51.4824742,-0.1363204
1203,The Duke of Sussex,"75 South Parade, Chiswick, Greater London W4 5LF",Infatuation,51.49658669999999,-0.2641703
1204,No Drama.,"199 Old Oak Road, London, null W3 7HH",Infatuation,51.5133973,-0.2486718
1205,Leo’s,"59 Chatsworth Road, London, United Kingdom E5 0LH",Infatuation,51.5534389,-0.04493929999999999
1206,Authentique,"114a - 116 Fortess Road, London,  NW5 2HL",Infatuation,51.5555543,-0.1392292
1207,The Wild Card Brewery Barrel Store,"Shernhall St, Waltham Forest, London E17",Infatuation,51.5846425,-0.0075965
1208,Dammikas Sri Lankan Restaurant Victoria,"3 Lower Grosvenor Place, Victoria, London, Greater London SW1W 0EJ",Infatuation,51.4980594,-0.1443889
1209,The Cavendish,"35 New Cavendish Street, London, England W1G 9TR",Infatuation,51.5190406,-0.1498659
1210,Brothers Cafe & Restaurant,"552 High Rd, London,  N17 9SY",Infatuation,51.5952042,-0.06886289999999999
1211,Yamany Corner,"8-9 Sale Pl, London, England W2 1PH",Infatuation,51.5179311,-0.1699439
1212,Coal Shed,"One Tower Bridge, 4 Crown Square, London, Greater London SE1 2RZ",Infatuation,51.5035386,-0.0770073
1213,Canova Hall,"250 Ferndale Rd, London, Greater London SW9 8BQ",Infatuation,51.464083,-0.1152698
1214,Bento Ramen,"29-31 Parkway, London, Greater London NW1 7PN",Infatuation,51.5383237,-0.1440411
1215,Reem's,"3 Brixton Station Road, London, England SW9 8PA",Infatuation,51.4635454,-0.114212
1216,Daebak,"Herbert House, 316-318 Kennington Lane, London, Greater London SE11 5HY",Infatuation,51.4864875,-0.1194274
1217,Viet Alley,"207 Deptford High St, London, United Kingdom SE8 3NT",Infatuation,51.4807561,-0.0265592
1218,Giacobazzi's Delicatessen,"150 Fleet Rd, London,  NW3 2QX",Infatuation,51.5540251,-0.164305
1219,F. Mondays,"112a Brixton Hill, London,  SW2 1AH",Infatuation,51.4539707,-0.1204992
1220,The Black Pig,"Borough Market Kitchen, Winchester Walk, London, England SE1 9AG",Infatuation,51.50608339999999,-0.0905566
1221,The Elder Press Cafe,"3 South Black Lion Lane, London, England W6 9TJ",Infatuation,51.4901863,-0.2420918
1222,East London Liquor Company,"221 Grove Road, London, Greater London E3 5SN",Infatuation,51.5320142,-0.0413387
1223,Carmona Steak & Tapas,"91 High Street Wimbledon, Merton, London SW19 5EG",Infatuation,51.4248023,-0.2162558
1224,Sunny Beach ,"8 Westbury Avenue, London, null N22 6BN",Infatuation,51.5908556,-0.1022445
1225,Terroni of Clerkenwell,"Clerkenwell Road, London,  null",Infatuation,51.5223117,-0.1056328
1226,M&D Japanese,"117 Deptford High St, London, United Kingdom SE8 4NS",Infatuation,51.4778141,-0.0261058
1227,From The Ashes BBQ,"Unit 19, London, Greater London E3 2NT",Infatuation,51.5473846,-0.0520719
1228,Autograf,"488 West Green Rd, West Green, Greater London N15 3DA",Infatuation,51.5877954,-0.09912589999999999
1229,Veg & Tings,"4 Granville Arcade, Brixton Village, London, England SW9 8PR",Infatuation,51.4624931,-0.1118135
1230,Pham Sushi,"Heron, 5 Moor Lane, London, Greater London EC2Y 9AP",Infatuation,51.5199554,-0.09011179999999999
1231,Akub,"27 Uxbridge St, London, United Kingdom W8 7TQ","Infatuation, Timeout",51.5084652,-0.1983637
1232,Casse-Croûte,"109 Bermondsey St, London, Greater London SE1 3XB",Infatuation,51.5005326,-0.0815909
1233,Angela's,"21 The Parade, Margate, Kent CT9 1EX",Infatuation,51.3893782,1.3805885
1234,F.K.A.B.A.M,"156 Canonbury Rd, London, Greater London N1 2UP",Infatuation,51.5459125,-0.1019831
1235,Tsiakkos & Charcoal,"5 Marylands Road, London, England W9 2DU","Infatuation, Timeout",51.5234337,-0.194632
1236,Salt Leicester Square,"20-21 Leicester Square, London, England WC2H 7JX",Infatuation,51.5107606,-0.1294865
1237,Ferry Boat Inn Tottenham,"Ferry Lane, London, England N17 9NG",Infatuation,51.5875625,-0.0555292
1238,Boulestin,"5 St. James's St, London, Greater London SW1A 1EF",Infatuation,51.50566509999999,-0.1381516
1239,Bready Delights,"The Avenue, Brighton, East Sussex BN2 4FZ",Infatuation,50.8465465,-0.1149096
1240,Carmelli Bakery,"116A Golders Green Rd., London, Greater London NW11 8HB",Infatuation,51.57387199999999,-0.2005099
1241,Cafe Mai,"4 Schwartz Wharf, London, England E9 5AA",Infatuation,51.5418098,-0.0224453
1242,The Watch House,"199 Bermondsey St, London, Greater London SE1 3UW",Infatuation,51.4980106,-0.0812388
1243,Blackhorse Workshop Cafe,"1-2 Sutherland Road Path, London, Greater London E17 6BX",Infatuation,51.591601,-0.0390717
1244,Sporting Clube De Londres,"27 Elkstone Road, London, London W10 5NT",Infatuation,51.5222965,-0.202793
1245,Kung Fu Burger,"104 Shaftesbury Avenue, London, England W1D 5EF",Infatuation,51.5122479,-0.130987
1246,Mambow,"78 Lower Clapton Road, London, England E5 0RN","Infatuation, Timeout",51.5528436,-0.0527743
1247,Efes,"1 Whitechapel Rd, Whitechapel, Greater London E1 6TY",Infatuation,51.51641979999999,-0.06923019999999999
1248,Mae + Harvey,"414 Roman Rd, London, Greater London E3 5LU",Infatuation,51.5317843,-0.0351723
1249,The Bagel Guys,"Netil Market, 13-23 Westgate Street, London, Greater London E8 3RL",Infatuation,51.53754379999999,-0.0588714
1250,Yasmin Soho,"1 Warwick Street, London, England W1B 5LR",Infatuation,51.51067090000001,-0.137565
1251,Formative,"4 Butler Pl, London, Greater London SW1H 0RH",Infatuation,51.49793210000001,-0.1348943
1252,Junction Tavern,"101 Fortess Road, London, Greater London NW5 1AG",Infatuation,51.55507859999999,-0.1399959
1253,The Stag,"67 Fleet Rd, London, Greater London NW3 2QU",Infatuation,51.5533008,-0.1616295
1254,Frequency,"Camden Passage, London, Greater London N1 8EG",Infatuation,51.5347317,-0.1039693
1255,Turpan Uyghur Restaurant,"108 Great Russell St, London, Greater London WC1B 3NA",Infatuation,51.5175051,-0.1292986
1256,Scarfes Bar,"252 High Holborn, London, Greater London WC1V 7EN",Infatuation,51.5176982,-0.1178235
1257,Papo’s Bagels,"73-75 Shacklewell Lane, London, United Kingdom E8 2EB",Infatuation,51.5525048,-0.07124079999999999
1258,Al Kahf,"112-114 Vine Court, London,  E1 1JE",Infatuation,51.5179448,-0.0639372
1259,Tsunami,"5-7 Voltaire Rd, London, Greater London SW4 6DQ",Infatuation,51.464703,-0.1314118
1260,Estrela Bar,"113 South Lambeth Road, London,  SW8 1UZ",Infatuation,51.4792813,-0.123329
1261,Lemongrass,"243 Royal College St., Camden Town, Greater London NW1",Infatuation,51.542516,-0.1391846
1262,La Cantina,"8 Broad Street, Margate, England CT9",Infatuation,51.3899582,1.3823087
1263,Shuk;,"Borough Market Kitchen, Jubilee Pl, Winchester Walk, London, Greater London SE1 9AG",Infatuation,51.50608339999999,-0.0905566
1264,The Sheephaven Bay,"2 Mornington St, London, England NW1 7QD",Infatuation,51.5351915,-0.1416897
1265,K Kitchen,"9 Woolwich Road, London, England SE10 0RA",Infatuation,51.4862406,0.007807700000000001
1266,Slowburn,"114B Dowsett House, Blackhorse Lane, London, England E17 6AA",Infatuation,51.5915615,-0.0395876
1267,Perkyn's,"10 Vicarage Parade, London,  N15 3BL",Infatuation,51.5861001,-0.0901609
1268,The Duke of Richmond,"316 Queensbridge Road, London,  E8 3NH",Infatuation,51.5429469,-0.0696869
1269,The Allotment Kitchen,"Stepney City Farm, Stepney High St, London, Greater London E1 3DG",Infatuation,51.5171734,-0.0432744
1270,Potter & Reid,"20 Toynbee Street, London, England E1 7NE",Infatuation,51.51764009999999,-0.07450409999999999
1271,Saba Convenience Store,"29 Kensington High St, London, England W8 5NP",Infatuation,51.5022279,-0.1886667
1272,An's Oriental Supermarket,"599 Holloway Road, London, Greater London N19 4DJ",Infatuation,51.5634271,-0.1285045
1273,Greenberry Cafe,"101 Regents Park Rd, Primrose Hill, Greater London NW1 8UR",Infatuation,51.5420236,-0.1564314
1274,Santa Maria Chelsea,"92-94 Waterford Road, London, Greater London SW6 2HA",Infatuation,51.477383,-0.1904729
